"XTSOL";"p_model";"p_stock";"p_sorting";"p_shipping";"p_tpl";"p_manufacturer";"p_fsk18";"p_priceNoTax";"p_priceNoTax.1";"p_priceNoTax.2";"p_priceNoTax.3";"p_tax";"p_status";"p_weight";"p_ean";"p_disc";"p_opttpl";"p_vpe";"p_vpe_status";"p_vpe_value";"p_image";"p_name.ru";"p_desc.ru";"p_shortdesc.ru";"p_meta_title.ru";"p_meta_desc.ru";"p_meta_key.ru";"p_keywords.ru";"p_url.ru";"p_cat.0";"p_cat.1";"p_cat.2";"p_cat.3";"p_cat.4";"p_cat.5"
"XTSOL";;"0";"0";"0";;"PeruArt";"0";"150.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"fab005/1.jpg";"fab005/2.jpg";"fab005/3.jpg";"fab_main/fab005.jpeg";"fab 005";"<p>Серьги. Фабричное производство.</p>";"<p>Серьги. Фабричное производство.</p>";;;;;;"Фабрика";
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"100.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"fab004/1.jpg";"fab004/2.jpg";"fab004/3.jpg";"fab_main/fab004.jpeg";"fab 004";"<p>Серьги гвоздики. Фабричное производство. Цена за 6 пар разного цвета.</p>";"<p>Серьги. Фабричное производство.</p>";;;;;;"Фабрика";
"XTSOL";;"0";"0";"0";;"PeruArt";"0";"150.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"fab003/1.jpg";"fab003/2.jpg";"fab003/3.jpg";"fab_main/fab003.jpeg";"fab 003";"<p>Серьги. Фабричное производство.</p>";"<p>Серьги. Фабричное производство.</p>";;;;;;"Фабрика";
"XTSOL";;"0";"0";"1";"default";"PeruArt";"0";"150.0000";;;;;"0";"0";"0.10";;"100.0000";"default";"0";"0";"0.0000";"fab002/1.jpg";"fab002/2.jpg";;"fab_main/fab002.jpeg";"fab 002";"<p>Серьги. Фабричное производство.</p>";"<p>Серьги. Фабричное производство.</p>";;;;;;"Фабрика";
"XTSOL";;"0";"0";"1";"default";"PeruArt";"0";"150.0000";;;;;"0";"0";"0.10";;"100.0000";"default";"0";"0";"0.0000";"fab001/1.jpg";"fab001/2.jpg";;"fab_main/fab001.jpeg";"fab 001";"<p>Серьги. Фабричное производство.</p>";"<p>Серьги. Фабричное производство.</p>";;;;;;"Фабрика";
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"cach007/2.jpg";"cach007/3.jpg";;"cach007/1.jpg";"Cacho007";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"0";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";;;;"cach014/1.jpg";"Cacho014";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"0";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"cach008/2.jpg";"cach008/3.jpg";;"cach008/1.jpg";"Cacho008";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"270.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"cach013/2.jpg";"cach013/3.jpg";;"cach013/1.jpg";"Cacho013";"<p>Желтые серьги, изготовленные из бычьего рога ассоциируются с ярким солнышком. Идеальный аксессуар для&nbsp; летнего наряда, если в нем присутствует желтый цвет &ndash; полоски, горох, клетка и т.д.</p>";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";"default";"0";"0";"0.0000";"cach009/2.jpg";"cach009/3.jpg";;"cach009/1.jpg";"Cacho009";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"240.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"cach012/2.jpg";"cach012/3.jpg";"cach012/4.jpg";"cach012/1.jpg";"Cacho012";"<p>Маленький малиновый комплект серег, изготовленный из бычьего рога и украшенный натуральными камнями, будет прекрасно смотреться на изящных девушках и дамах невысокого роста.</p>";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"240.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"cach010/2.jpg";;;"cach010/1.jpg";"Cacho010";"<p>Голубоглазые и сероглазые девушки со светлыми волосами, эти&nbsp; милые сережки, изготовленные из бычьего рога с голубым натуральным камешком посредине, созданы будто для вас.</p>";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"260.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"cach011/2.jpg";;;"cach011/1.jpg";"Cacho011";"<p>Летом так много красок в одежде, так и хочется, чтобы к каждому наряду в шкатулке с украшениями отыскались подходящие аксессуары. Сережки кораллового цвета, изготовленные из&nbsp; бычьего рога и украшенные тремя натуральными камешками, эффектно дополнят&nbsp; однотонную летнюю блузку, сарафан, платье.</p>";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"0";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";"default";"0";"0";"0.0000";"cach006/2.jpg";"cach006/3.jpg";;"cach006/1.jpg";"Cacho006";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"cach015/2.jpg";"cach015/3.jpg";;"cach015/1.jpg";"Cacho015";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";"<p>Состав: обработанный бычий рог, натуральный камень. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"240.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera008/2.jpg";;;"madera_main/madera008.JPG";"madera 008";"<p>Контрастный желтый цветок на черном фоне &ndash;просто и эффектно. Эти деревянные сережки&nbsp; особенно подойдут тем, кто любит классическое сочетание цветов в одежде и бижутерии.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"260.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera009/2.jpg";"madera009/3.jpg";"madera009/4.jpg";"madera_main/madera009.JPG";"madera 009";"<p>На черной деревянной поверхности цветная россыпь красочных вкраплений &ndash; оригинально, задорно и свежо. Приобретите такие серьги к летнему сезону и&nbsp; они станут&nbsp; просто находкой к однотонному топику, особенно черному.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"240.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera010/2.jpg";"madera010/3.jpg";"madera010/4.jpg";"madera_main/madera010.JPG";"madera 010";"<p>На первый взгляд и не скажешь, что эти сережки сделаны из дерева. Те не менее, мастера ручной работы из Перу смогли с помощью красок&nbsp; придать скучной деревянной поверхности яркий и самобытный характер. Приобретите их к летнему сезону - такие красочные &laquo;ромбики&raquo; в ушах способны оживить любой наряд.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"madera011/2.jpg";"madera011/3.jpg";"madera011/4.jpg";"madera_main/madera011.JPG";"madera 011";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"270.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera012/2.jpg";;;"madera_main/madera012.JPG";"madera 012";"<p>Глядя на эти серьги, сразу вспоминается детская забава &ndash; мозаика. Вспомните, как вы любовались причудливой комбинацией форм и красок цветных стеклышек. Перуанские мастера смогли все это воплотить в деревянных сережках, изготовленных в форме сердечка. Яркие летние краски и изящная&nbsp; ручная роспись идеально впишутся в цветовую гамму летних нарядов.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"madera013/2.jpg";;;"madera_main/madera013.JPG";"madera 013";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"0";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"madera014/2.jpg";;;"madera_main/madera014.JPG";"madera 014";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"260.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera015/2.jpg";"madera015/3.jpg";"madera015/4.jpg";"madera_main/madera015.JPG";"madera 015";"<p>Круглая и плоская форма сережек не всегда пользуется &laquo;авторитетом&raquo; среди модниц. Но даже таким банальным по форме серьгам перуанские мастера ручной работы смогли придать притягательный вид. Тонкий орнамент по деревянному ободку в сочетании&nbsp; с яркой серединой превратил деревянные сережки в модную и современную бижутерию.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"madera016/2.jpg";"madera016/3.jpg";"madera016/4.jpg";"madera_main/madera016.JPG";"madera 016";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"240.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera017/2.jpg";"madera017/3.jpg";;"madera_main/madera017.JPG";"madera 017";"<p>Если &nbsp;у вас уже есть&nbsp; бижутерия из дерева (браслеты, бусы, подвески и прочее),&nbsp; то&nbsp; эти серьги из дерева, с <strong>&nbsp;</strong>неброской&nbsp; и оригинальной раскраской могут органично&nbsp; вписаться в единый ансамбль.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"240.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera007/2.jpg";"madera007/3.jpg";;"madera_main/madera007.JPG";"madera 007";"<p>Эти деревянные серьги ручной работы перуанских мастеров расписаны яркими красками лета. Купите их к летнему отдыху на море, они составят&nbsp; прекрасную &laquo;компанию&raquo;&nbsp; купальнику,&nbsp; парео, легким летним нарядам.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"0";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";;;;"kozha_main/kozha006.JPG";"kozha 006";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Кожа"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"kozha005/1.jpg";;;"kozha_main/kozha005.JPG";"kozha 005";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Кожа"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"kozha004/1.jpg";;;"kozha_main/kozha004.JPG";"kozha 004";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Кожа"
"XTSOL";;"0";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";"default";"0";"0";"0.0000";;;"kozha003/1.jpg";"kozha_main/kozha003.JPG";"kozha 003";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Кожа"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"kozha002/1.jpg";"kozha002/1.jpg";;"kozha_main/kozha002.JPG";"kozha 002";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Кожа"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"kozha001/1.jpg";;;"kozha_main/kozha001.JPG";"kozha 001";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Кожа"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"sem018/1.jpg";;;"sem_main/sem018.JPG";"sem018";"<p>Состав: семена тагуа обработанные, окрашенные. 100% ручная работа.</p>";"<p>Состав: семена тагуа обработанные, окрашенные. 100% ручная работа.</p>";;;;;;"Серьги";"Семена"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"sem019/1.jpg";"sem019/2.jpg";;"sem_main/sem019.JPG";"sem019";"<p>Состав: семена тагуа обработанные, окрашенные. 100% ручная работа.</p>";"<p>Состав: семена тагуа обработанные, окрашенные. 100% ручная работа.</p>";;;;;;"Серьги";"Семена"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"sem020/1.jpg";;;"sem_main/sem020.JPG";"sem020";"<p>Состав: семена тагуа обработанные, окрашенные. 100% ручная работа.</p>";"<p>Состав: семена тагуа обработанные, окрашенные. 100% ручная работа.</p>";;;;;;"Серьги";"Семена"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"sem021/1.jpg";"sem021/2.jpg";;"sem_main/sem021.JPG";"sem021";"<p>Состав: семена тагуа обработанные, окрашенные. 100% ручная работа.</p>";"<p>Состав: семена тагуа обработанные, окрашенные. 100% ручная работа.</p>";;;;;;"Серьги";"Семена"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"sem022/1.jpg";;;"sem_main/sem022.JPG";"sem022";"<p>Состав: семена тагуа обработанные, окрашенные. 100% ручная работа.</p>";"<p>Состав: семена тагуа обработанные, окрашенные. 100% ручная работа.</p>";;;;;;"Серьги";"Семена"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"coco 006/1.jpg";;;"coco_main/coco 006.JPG";"coco 006";"<p>Серьги из скорлупы кокосового ореха. Сборка модели - вручную.</p>";"<p>Серьги из скорлупы кокосового ореха. Сборка модели - вручную.</p>";;;;;;"Серьги";"Кокос"
"XTSOL";;"2";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"coco 007/1.jpg";"coco 007/2.jpg";"coco 007/3.jpg";"coco_main/coco 007.JPG";"coco 007";"<p>Серьги из скорлупы кокосового ореха. Сборка модели - вручную.</p>";"<p>Серьги из скорлупы кокосового ореха. Сборка модели - вручную.</p>";;;;;;"Серьги";"Кокос"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"coco 008/1.jpg";"coco 008/2.jpg";"coco 008/3.jpg";"coco_main/coco 008.JPG";"coco 008";"<p>Серьги из скорлупы кокосового ореха. Сборка модели - вручную.</p>";"<p>Серьги из скорлупы кокосового ореха. Сборка модели - вручную.</p>";;;;;;"Серьги";"Кокос"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"Pluma005/1.jpg";"Pluma005/2.jpg";;"pluma_main/pluma005.JPG";"pluma 005";"<p>Серьги из натуральных перьев. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из натуральных перьев. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Перья"
"XTSOL";;"6";"0";"1";"default";"PeruArt";"0";"150.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"hilo0034/3.jpg";"hilo0034/2.jpg";"hilo0034/7.jpg";"hilo_main/hilo034.JPG";"hilo 034";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Текстиль"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"300.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";;;;"pluma_main/pluma006.JPG";"pluma 006";"<p>Серьги из натуральных перьев. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из натуральных перьев. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Перья"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"300.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"Pluma007/1.jpg";;;"pluma_main/pluma007.JPG";"pluma 031";"<p>Серьги из натуральных перьев. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из натуральных перьев. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Перья"
"XTSOL";;"0";"0";"1";"default";"PeruArt";"0";"300.0000";;;;;"0";"0";"0.10";;"100.0000";"default";"0";"0";"0.0000";"Pluma008/1.jpg";"Pluma008/6.jpg";"Pluma008/10.jpg";"pluma_main/pluma008.JPG";"pluma 008";"<p>Серьги из натуральных перьев. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из натуральных перьев. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Перья"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"hilo0027/248_1.jpg";"hilo0027/248_2.jpg";"248_3.jpg";"hilo_main/248_0.jpg";"hilo 027";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Текстиль"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"150.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"hilo0028/1.jpg";;;"hilo_main/hilo028.JPG";"hilo 028";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Текстиль"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"150.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"hilo0029/1.jpg";"hilo0029/2.jpg";;"hilo_main/hilo029.JPG";"hilo 029";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Текстиль"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"150.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"hilo0030/1.jpg";"hilo0030/2.jpg";"hilo0030/3.jpg";"hilo_main/hilo030.JPG";"hilo 030";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Текстиль"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"150.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"hilo0031/1.jpg";;;"hilo_main/hilo031.JPG";"hilo 031";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Текстиль"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"150.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"hilo0032/1.jpg";"hilo0032/2.jpg";;"hilo_main/hilo032.JPG";"hilo 032";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Текстиль"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"hilo0033/1.jpg";"hilo0033/2.jpg";;"hilo_main/hilo033.JPG";"hilo 033";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из текстиля. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Текстиль"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";;"0";"0";"0.0000";"kozha007/1.jpg";"kozha007/2.jpg";;"kozha_main/kozha007.JPG";"kozha 007";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из кожи. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Кожа"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"naranja002/1.jpg";"naranja002/2.jpg";;"naranja_main/naranja 002.JPG";"naranja 002";"<p>Серьги из засушенной кожуры апельсина, семян растений. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенной кожуры апельсина, семян растений. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Апельсин"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"naranja003/1.jpg";"naranja003/2.jpg";;"naranja_main/naranja 003.JPG";"naranja 003";"<p>Серьги из засушенной кожуры апельсина. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенной кожуры апельсина. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Апельсин"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"260.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"281_1.jpg";"281_2.jpg";"naranja004/3.jpg";"naranja_main/281_0.jpg";"naranja 005";"<p>К летнему наряду&nbsp; такие стильные серьги из засушенной кожуры апельсина&nbsp; - это беспроигрышный вариант. Легкие, изящные, необычные - их&nbsp; смело можно надеть с&nbsp; топиком, ярким сарафаном, легкой блузкой.</p>";"<p>Серьги из засушенной кожуры апельсина. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Апельсин"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"280.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"cacho016/1.jpg";;;"cacho_main/cacho016.jpg";"Cacho016";"<p>Нежно-зеленые сережки, изготовленные из бычьего рога и инкрустированные натуральным камнем универсальны по времени года: отлично смотрятся&nbsp; и летом,&nbsp; и зимой. Гармонично подобранное к ним украшение на шею, придадут вашей внешности неповторимый шарм.</p>";"<p>Состав: обработанный бычий рог. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"270.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"cacho017/1.jpg";;;"cacho_main/cacho017.jpg";"Cacho017";"<p>Эти сереги, изготовленные из бычьего рога и украшенные натуральным камнем, эффектно смотрятся на брюнетках,&nbsp; особенно если&nbsp; в цвет к ним подобрать губную помаду.</p>";"<p>Состав: обработанный бычий рог. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"260.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"cacho019/1.jpg";"cacho019/2.jpg";"cacho019/3.jpg";"cacho_main/cacho019.jpg";"Cacho019";"<p>Серьги в спокойной серо-голубой гамме, изготовленные из бычьего рога, могут смело надеть и молодые девушки, и дамы зрелого возраста. Они удачно дополнят не только праздничный, но и деловой наряд.</p>";"<p>Состав: обработанный бычий рог. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"270.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"cacho020/1.jpg";;;"cacho_main/cacho020.jpg";"Cacho020";"<p>Неординарная<strong> </strong>форма этих бежевых сережек из бычьего рога с эффектной вставкой из натурального камня идеально подчеркнет стройную и длинную шею, особенно если&nbsp; надеть их к&nbsp; водолазке или тонкому свитеру с высокой горловиной.</p>";"<p>Состав: обработанный бычий рог. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
"XTSOL";;"0";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"0";"0.10";;"100.0000";"default";"0";"0";"0.0000";"cacho021/1.jpg";"cacho021/2.jpg";"cacho021/3.jpg";"cacho_main/cacho021.jpg";"Cacho021";"<p>Состав: обработанный бычий рог. 100% ручная работа.</p>";"<p>Состав: обработанный бычий рог. 100% ручная работа.</p>";;;;;;"Серьги";"Бычий рог"
